epoch,lr,train_loss,train_ce,train_dice_loss,train_macro_dice,train_macro_jac,train_macro_hd95,test_loss,test_ce,test_dice_loss,test_macro_dice,test_macro_jac,test_macro_hd95,train_dice_c01,train_jac_c01,train_hd95_c01,test_dice_c01,test_jac_c01,test_hd95_c01,train_dice_c02,train_jac_c02,train_hd95_c02,test_dice_c02,test_jac_c02,test_hd95_c02,train_dice_c03,train_jac_c03,train_hd95_c03,test_dice_c03,test_jac_c03,test_hd95_c03,train_dice_c04,train_jac_c04,train_hd95_c04,test_dice_c04,test_jac_c04,test_hd95_c04,train_dice_c05,train_jac_c05,train_hd95_c05,test_dice_c05,test_jac_c05,test_hd95_c05,train_dice_c06,train_jac_c06,train_hd95_c06,test_dice_c06,test_jac_c06,test_hd95_c06,train_dice_c07,train_jac_c07,train_hd95_c07,test_dice_c07,test_jac_c07,test_hd95_c07,train_dice_c08,train_jac_c08,train_hd95_c08,test_dice_c08,test_jac_c08,test_hd95_c08
10,0.0001,0.25820559538584237,0.10503570892352017,0.15316988696524397,0.7129237479314621,0.6261929002256199,12.251198794140603,0.35185738837783587,0.16813173307026366,0.18372565593893583,0.613661999797148,0.5299696034611188,21.154914882041673,0.8680946009555311,0.7781865749411045,3.288752617239848,0.7371310994470418,0.6639826266585411,4.395330865049103,0.5444291093822078,0.4403600152396463,11.648753994953248,0.36331624809737906,0.30880626999895083,5.125553791336694,0.7955732874986836,0.7359635830649605,10.818528523783252,0.7694266904792558,0.695217904739114,16.93390187332909,0.6854772696435285,0.6149363509639952,12.254766463648966,0.6621701725182785,0.5997383891029061,8.492877075547405,0.8094792958729478,0.7506539020258869,12.523208764309047,0.7512649376918522,0.6765188520593558,17.304424415571,0.4476431928387432,0.31328213503715413,22.71649063539243,0.4261690842827734,0.29992175951491973,25.159159061502045,0.8558144399064401,0.7945949531533087,6.164778127781142,0.6056924911038374,0.5073420626633658,68.5123374869449,0.6968787873536144,0.5815656873789026,18.594311226016888,0.5941252747567652,0.48822896295179735,23.315734487053184
11,0.0001,0.2520862520263138,0.10412539556072066,0.14796085673540993,0.7281357119555447,0.6401277325736294,14.271326090786648,0.32034394902780616,0.15318979688304113,0.16715415281110577,0.648758399338287,0.5605122869759017,20.928111515997447,0.8828279269173075,0.8025181794503121,4.177080046404301,0.8673255956108931,0.7845746399126045,4.1091878892046205,0.6222129322573233,0.5230654926863662,18.846700640655566,0.3832751031734507,0.27364187777625376,38.626483586407815,0.8403278054575802,0.7615740760362418,9.983100343351467,0.7511295433353572,0.6841360999260034,13.61159654584467,0.7668055942655242,0.6915555514142033,9.476770366110648,0.6986701414622788,0.6252706476797075,14.545674131406438,0.711533720970979,0.6602167699631258,17.95553768796601,0.7636317154629644,0.6982863317314568,16.886835079982536,0.4345859851140444,0.3023285793648048,23.974989038484825,0.4404948909349274,0.3175216224127059,22.219093583317342,0.8424220319276087,0.7650971303967911,11.530821946732098,0.7343473187233813,0.6565566894737545,32.63561553080078,0.7243696987339909,0.6146660812771908,18.22560865658826,0.5511928860030442,0.4441103868947271,24.790405781015377
12,0.0001,0.22402247609856923,0.09253646071064027,0.13148601541453955,0.73742912044699,0.6519512464128556,11.371987989209632,0.2514528665401764,0.1172301204037628,0.13422274752520025,0.7043083733531201,0.6188172077034475,11.679578700875648,0.8601003111385663,0.7709173948377275,4.653154478505075,0.836376433545805,0.7639675493335655,2.4877191036060164,0.5404757319866033,0.4321801997939483,13.93451994960676,0.5629598544009202,0.44063614770707,7.118050984631397,0.8774160514248895,0.8112424881786183,3.997803538506265,0.8053911830113887,0.7328034936429906,10.285568863398929,0.8472816122348524,0.7763939922000671,8.717508406425415,0.7098955694583664,0.6420033602614734,9.399337585575616,0.8417474080214707,0.7866025328324188,13.389567166443495,0.8586663686548957,0.8020975336861652,13.874810916610981,0.4555737657339431,0.32735716609445137,21.972672919250552,0.46009493850905764,0.3377897857396976,20.54300242521744,0.8415575620995015,0.7799715236754294,5.667521803339362,0.7971303027026055,0.736642487673904,8.642277264756238,0.6352805209360933,0.5309446736901842,18.643155651600132,0.6039523365419214,0.4945973035827136,21.085862463208574
13,0.0001,0.21151966151316562,0.08652018011791959,0.124999480567886,0.7460647589850317,0.6543235691208675,11.494475614718493,0.32035737555671234,0.17403442112058312,0.14632295540590978,0.6278639917548544,0.5433115515614857,17.85757513875575,0.8680634315062259,0.7793195704843684,4.478652564686333,0.7595410804684729,0.6874791671853141,2.5259641426633,0.6477310500412296,0.502492236581517,7.863325739309066,0.5282707570444156,0.4161077204359953,6.587559891099649,0.7113428477806615,0.6443337554584624,16.261681286266587,0.6595843169748087,0.576139931773804,21.95368421364296,0.7922927966241747,0.7141286060571956,5.978674510888528,0.6116091371270618,0.5379288027372319,26.68005434781923,0.9107438839144929,0.8576267716006132,13.788035950456702,0.7955793759709288,0.7414497358068026,16.043923025527782,0.4252105352634697,0.2896655800499849,22.997766367881816,0.39637802303766023,0.27741559480560307,23.567991851525726,0.882848805713854,0.8215580582764046,4.483956141089887,0.7498813200949801,0.6745731809279173,24.70790555118963,0.730284721036145,0.6254639744583932,16.103712357169012,0.5220679233205072,0.4353982788192173,20.79351808657771
14,0.0001,0.19340253365015575,0.07840278880727976,0.11499974465041436,0.7191392500191767,0.6429602522743016,10.774760841337892,0.28670622347450186,0.13563211184971147,0.15107411242147184,0.6819882014438057,0.5939043629134404,17.41744687643541,0.8795811002374863,0.7942394765686669,3.5432144629323465,0.8207336415898403,0.740724705165407,4.924841804213632,0.5361855380926799,0.45547341673561803,3.865888571327817,0.5066684266137492,0.37871592985549685,29.652719587761915,0.8239382025355655,0.7653065635436354,8.213067480473372,0.8109565189552859,0.7363164482775015,8.40280360249908,0.7973670525513634,0.7346178076377268,11.17636200034083,0.7449291709954191,0.6741498349973061,8.666114624877897,0.8126740703973815,0.7570057674099824,13.95550190881945,0.818641826012877,0.7549125904341119,20.460473990677862,0.43277350404437986,0.3086731462964548,19.37539810572118,0.40725768438249665,0.29289676275099186,22.357792932185532,0.8114957712210594,0.7707149321223091,8.941438463070442,0.7595047491512493,0.6899056665706897,22.59231695217003,0.6590987610734977,0.5576509078800203,17.1272157380177,0.5872135938495274,0.48361296525601816,22.282511517097323
15,0.0001,0.1881193023395622,0.07762193191975585,0.11049737076310417,0.7318015283363672,0.6496351699723069,10.921291504817013,0.27111622443088873,0.1358268395925566,0.13528938323487433,0.6792873291557888,0.5887028739918378,14.904446789761607,0.8643513902640083,0.7785266039586772,6.126905902895875,0.8232553924971067,0.740223689133869,2.8309678749755602,0.4672796773362849,0.3937580761034948,9.971133559639316,0.5768342965730833,0.4568841933082397,10.98646820328037,0.8139345712933407,0.7478588815422649,3.8640828299919687,0.7905377053945336,0.7114951477203008,16.10949510706842,0.9030991712699635,0.8302238038989271,6.636399390137442,0.6587674910047343,0.5633327630787527,8.997908800303115,0.8784974401404114,0.8248893458016661,12.31343715639745,0.7990083732820518,0.7419929741342077,16.33717672493241,0.48594554106627846,0.34958831590553163,17.844749683479595,0.42959239996240783,0.3022880444737055,24.471277056318765,0.7605223984102631,0.6995870288191575,9.34695078401948,0.8149979936260233,0.74883701588104,16.279650591813713,0.6807820369103882,0.5726493037487358,21.26667273197497,0.5413049809063699,0.444569164204588,23.22262995940051
16,0.0001,0.20049821645476995,0.08199626571828662,0.11850195081995474,0.7096702199497041,0.631777580696661,12.402625813840562,0.3048518999831333,0.15395135658985357,0.15090054320171475,0.6301104337865546,0.5419741736078193,19.820791861101128,0.8592524280138778,0.7837488269013162,3.3437027945551945,0.7499807648448134,0.6821405878974115,2.611202070665695,0.2557670259333544,0.2027179877430009,10.335026143503688,0.4816077482520767,0.3510122491538773,26.584829788794973,0.8274130157357654,0.7636889543171106,8.006910209413135,0.587832888024091,0.5162129655187963,12.197267378846153,0.86099044159937,0.7887043573220438,8.164865927901925,0.6991613889549564,0.6098041298996361,30.853577414928218,0.81359279896762,0.7549805171289036,19.184270618555164,0.8329820582289644,0.7739371809462936,19.09104052237988,0.5116162515843347,0.368222290913234,20.156697314672574,0.4358203230985619,0.3146417182544721,21.7363522359398,0.8675542026397388,0.8192304762622772,8.286633900360089,0.6635303073728154,0.5994566719065587,23.307403993957116,0.6811755951235718,0.5729272349854014,21.742899601762712,0.5899679915161576,0.48858788528550867,22.184661483297184
17,0.0001,0.17551065324725681,0.07217362303145067,0.10333703028519804,0.7086545632212472,0.6305901193044343,10.327559665942065,0.2785849989689138,0.15150140403954582,0.12708359388444496,0.6804856534844291,0.6037794204832062,13.346290607846843,0.8559395037084937,0.7827004300490028,2.566502825085256,0.8222285504688261,0.7471341130769237,2.8698386012862995,0.4365320437365787,0.33990910136865815,10.458345642498225,0.5403519822616684,0.46307309293485843,9.002088101541508,0.7242568897080761,0.6584183990058862,7.974826690354594,0.7276124843899576,0.6690775059210052,9.22883490394482,0.9200320827036736,0.8575207183293536,6.5685771857084605,0.7424945793098195,0.6691548172252535,12.535386352126979,0.8067494378938302,0.7541829423977799,11.190387094311008,0.8199499425899615,0.7676966434062402,12.867016982872304,0.4259411945803075,0.3029396728844015,21.55149389537084,0.44779227000336935,0.33135751896335575,19.73536202675998,0.7440697891245901,0.6798339593271411,10.465867706895123,0.7736890871262202,0.7061794171731575,19.89480277801244,0.7557155643144279,0.6692157310732512,11.844476287313023,0.5697663317256106,0.4765622551648553,20.636995116230413
18,0.0001,0.17646840136764727,0.07185312009983563,0.10461528169136043,0.7854161833659887,0.7016715105071893,10.074510064420243,0.24194705360943253,0.12027393423198252,0.12167311972957484,0.6958226161461349,0.6090644284502497,14.937948821795413,0.8737729890267328,0.7947694947211759,4.107331230373403,0.8216574655486673,0.7266393165112357,5.359025227692756,0.697012388773192,0.5736884269825705,6.538245320097291,0.5469832882612526,0.4502186846663236,14.051686860409102,0.8789303273514839,0.8074050998243046,7.678560538029372,0.753649615990762,0.6817401627217541,9.211938745296765,0.7813337278975075,0.7117261217861077,8.982463035183681,0.7403652978150813,0.6538943534195609,20.953631496490896,0.8580506216368354,0.8096232071075662,16.739008602540363,0.860770545533611,0.8041591515863068,14.38645083623431,0.6058071466141965,0.4736009035414826,15.031306175141983,0.5028458257819216,0.3721619063491842,20.11176895196597,0.881400173126211,0.8369600126819982,3.848831671545977,0.7524382402516852,0.6859139956987415,18.06679743629336,0.707022092501751,0.6055988174123086,17.670333942449872,0.5878706499860984,0.4977878566488904,17.36229101998013
19,0.0001,0.1855472051716413,0.07786070053952643,0.10768650429387312,0.7524307359585642,0.670046183843168,10.489743160480575,0.22116884117327126,0.10013586516262472,0.12103297601796079,0.7132675590736374,0.625137098619885,13.092034345390065,0.8609830674829405,0.7784502504222652,4.742267470912781,0.8375054383191419,0.7518276508255317,4.369922163789929,0.7008075944310947,0.5987896404349344,4.290749397734383,0.5603757577158415,0.43523250918671397,14.388747230502682,0.8310969181031734,0.7622935639003153,12.182010915143337,0.7830790159634206,0.7168757987253958,5.580684518359466,0.8303461705335632,0.7587410208992714,6.258541127846481,0.7875318829829634,0.7164925016627489,14.885283060212052,0.8134936008505035,0.7697306376487786,10.311104127266342,0.8696085664703569,0.8196386407458173,11.770110803241806,0.512867893739695,0.3754603837124877,14.47635977886319,0.4689830309034013,0.3418609308207796,20.415909487524257,0.8087271511901012,0.7591742710606774,14.840119373913206,0.7995856724980974,0.7395713772157417,9.258302323382987,0.661123491337442,0.5577297026666145,16.81679309216489,0.5994711077358765,0.4795973797763514,24.067315176107332
20,0.0001,0.1551058654856336,0.06261804365305088,0.09248782222952431,0.7533641287504673,0.670838431173038,11.400406846582463,0.25208883406208327,0.1304985960213372,0.12159023775091889,0.6997251559571139,0.6208408174783584,13.915655145863456,0.883387366960351,0.8004009713153497,2.9625896605147513,0.8224503861289892,0.7516199245825671,3.7111918397596275,0.7649699063823825,0.6368038622206127,7.2828427124746185,0.6121936283266427,0.505858586547601,9.426151067641502,0.742528946130169,0.6788706461333279,16.09032455999514,0.7690549890706715,0.7060515077215049,11.007920104176847,0.7806502005294227,0.7099460002213094,13.746628287433932,0.7126799364256565,0.6509998633736608,13.158098615168077,0.852792489606482,0.8036932857016789,11.98679144274061,0.8385297455966847,0.784696739531954,17.680290085349178,0.448027789571848,0.31624836066870887,23.362058495768057,0.4443986559610845,0.32154932552342913,22.510368551310634,0.9543877699757607,0.9142814076219445,2.330995563752993,0.8223031632655502,0.7614872904606161,15.878542894687918,0.6001685608473225,0.5064629155013723,13.441024049979598,0.5761907428816323,0.4844633020855336,17.952678008813855
21,0.0001,0.15809198775108496,0.06367213045810692,0.09441985742308563,0.7495040911472675,0.6624110285102932,11.11456679729936,0.3315914155195505,0.19670152274722894,0.13488989264457202,0.6197668142218513,0.5377495464989492,20.16739050353414,0.8992387728601983,0.8234882977329376,3.3268225469277297,0.8065486863480031,0.739051657993348,1.8388313288498488,0.6383970139393443,0.5267167691105696,18.007185917735324,0.46430397515732535,0.3468756626748011,19.121459650640904,0.7609708695767595,0.6938852945552301,3.46641171825558,0.7045531310394213,0.6157795623220867,28.585023962156118,0.7684386809748025,0.6968945527410728,9.629055383965241,0.5102284133473176,0.4612226688551168,16.828399780329725,0.8556645136908724,0.8010880875188787,12.813406604552734,0.7292961106618413,0.6741538006124312,19.45519901261354,0.49972750814539535,0.3595505071904749,21.595620397109364,0.42251577612016683,0.3055068978276555,21.86011898712321,0.829163977839373,0.771438859142423,5.449979759882618,0.716659439982302,0.6429365507803257,34.115759651738585,0.7444313921513946,0.6262258600907586,14.6280520499663,0.6040289811184336,0.5164695709258289,19.53433165482119
22,0.0001,0.15401054068813125,0.060765057771889376,0.09324548327133302,0.7846004326899847,0.6961803957224365,10.273761729736567,0.30651187534363555,0.18891686574852856,0.11759500878349859,0.6615969470310334,0.58699379025362,16.180773482099113,0.8698614792682083,0.7927948585544227,3.4825136098878176,0.82917526760973,0.7647734393573105,2.5816760145114466,0.634785841472355,0.5178635244836717,13.00274526212445,0.4440135789492695,0.38635041330608033,4.682382199902838,0.874700888768675,0.7929354070137435,13.769364743732439,0.6774601327420418,0.6146720344273405,14.239832931636126,0.864001624664445,0.790505751222544,2.8990553443635467,0.6741917249371736,0.6098942943429779,20.40003942981407,0.8759546128224217,0.8206368402766083,11.715568675688083,0.8027886864107967,0.7470253602879151,20.118524051735033,0.5194116522900467,0.376579965966905,21.207252249674397,0.49897645802725166,0.37621585375249883,19.409590232548595,0.8837713751302497,0.8343238685507405,3.240195052543486,0.7217883169381405,0.6543722945865397,29.973304967051636,0.7543159871034757,0.6438029497108566,12.873398899878316,0.6443814106338637,0.542646631968297,18.040838029593168
23,0.0001,0.1451181751568225,0.05925420332902132,0.08586397165833395,0.8129687401186871,0.7318420044288134,7.445089486440721,0.2551224139624166,0.13515263791266488,0.11996977492140568,0.6875644651478722,0.6049199845799098,13.76485562985936,0.8708279529481111,0.7927006835999151,3.3436847736671496,0.8335143667439385,0.7629013262311725,2.3886649511323514,0.6809086067876956,0.5593966258279574,7.191049064181488,0.5640857656495797,0.4516848200564767,11.169114444709727,0.8856635123172177,0.8269298449890112,2.570686880603461,0.7067044752484832,0.6471851529579377,11.947252603776706,0.90540991788168,0.8338818531352606,8.278748841016979,0.7176493200058256,0.6521918789922542,17.44171376449613,0.88688319969744,0.8372782783533452,8.365664938956227,0.8505420437129453,0.7971998167193721,12.803073377750598,0.5787995492076807,0.4442063185313241,15.800641213375629,0.49107717873171514,0.35435118739402677,21.276716500761214,0.9047785995817129,0.8638168206074112,4.157688642938422,0.7125126089368151,0.6495790029432779,16.4815281352747,0.7904785825279593,0.6965256103862829,9.852551536786413,0.6244299621536754,0.5242666913447611,16.610781260973464
