epoch,lr,train_loss,train_ce,train_dice_loss,train_macro_dice,train_macro_jac,train_macro_hd95,test_loss,test_ce,test_dice_loss,test_macro_dice,test_macro_jac,test_macro_hd95,train_dice_c01,train_jac_c01,train_hd95_c01,test_dice_c01,test_jac_c01,test_hd95_c01,train_dice_c02,train_jac_c02,train_hd95_c02,test_dice_c02,test_jac_c02,test_hd95_c02,train_dice_c03,train_jac_c03,train_hd95_c03,test_dice_c03,test_jac_c03,test_hd95_c03,train_dice_c04,train_jac_c04,train_hd95_c04,test_dice_c04,test_jac_c04,test_hd95_c04,train_dice_c05,train_jac_c05,train_hd95_c05,test_dice_c05,test_jac_c05,test_hd95_c05,train_dice_c06,train_jac_c06,train_hd95_c06,test_dice_c06,test_jac_c06,test_hd95_c06,train_dice_c07,train_jac_c07,train_hd95_c07,test_dice_c07,test_jac_c07,test_hd95_c07,train_dice_c08,train_jac_c08,train_hd95_c08,test_dice_c08,test_jac_c08,test_hd95_c08
0,0.0001,2.13671973557843,1.1542401163422824,0.9824796133619105,0.1729514851869694,0.1277328369445423,79.57237450296287,1.5804492204773182,0.610206521895467,0.9702426973654299,0.30113082868663077,0.22375974229692966,69.18319319384162,0.0975782887459593,0.06642436795868777,56.15731342888648,0.35757867194099324,0.24517601946133846,37.370377716318394,0.3344042784379505,0.25134130304124624,62.712998995132885,0.4183930758613227,0.2981357016359462,52.56530226565303,0.22328674521292402,0.1383378139550992,88.8599971698917,0.2747539975775362,0.1780513602932152,74.14289773933874,0.017548922307172792,0.010700875777482024,72.76597842604737,0.3521661934333938,0.2430424313321084,63.9208508028891,0.5236242515085928,0.4327405497341854,68.75170392099754,0.6968338219580491,0.6017504225650675,28.720213765760434,0.0030807109624897224,0.0015576092717312308,94.58691329137712,0.0004530179742546167,0.00022765021375498144,49.72956226369163,0.1764344557753856,0.11649202457689517,54.91598518659006,0.3088678507474964,0.22369435287400666,73.23520629522804,0.007654228545280585,0.004268151241011366,137.82810560477984,0.0,0.0,173.78113470185352
1,0.0001,1.397236253857397,0.44272371364006297,0.9545125396514672,0.33688633726371314,0.26584770396702884,47.41490194874338,1.2474175235446618,0.30472914787123395,0.9426883760155463,0.3837001228711585,0.3015242233222731,33.46582933332597,0.4272211289927056,0.3289805489132334,36.218600729226175,0.26478072961597365,0.168468822573653,54.27283206547558,0.4504336929771819,0.35106808800258865,32.759470171041905,0.6051921215437499,0.5008249978320992,13.656119087265937,0.46939541981440136,0.36943816613848424,57.34620358580496,0.4054359716538241,0.3256983745506903,20.210765521429654,0.3544120527199489,0.2705906052396284,46.03345501562777,0.5363262200997584,0.4145294526327864,48.3538609738381,0.5416856509083189,0.46549443432638143,30.248950639976186,0.6277649250125448,0.5385802889048182,19.59170625111083,0.04460443306107617,0.027251757466330108,58.92829698285331,0.10455860738688819,0.06914099582544939,46.495094111841375,0.3633117754716775,0.289145311474391,67.94579371694881,0.36968220578950184,0.28307314421664576,27.27659517061411,0.04402654416439481,0.024812720175193592,49.83844474846792,0.15586020186702745,0.11187771004204229,37.86966148503214
2,0.0001,1.1561210645905025,0.24924406309563255,0.9068770007673267,0.495557181258551,0.396595216484247,35.761919325273084,1.0839292799331703,0.1971968150488576,0.8867324599806143,0.562911051914445,0.4559997161859665,30.2841741283773,0.6658035118346075,0.540961028152742,17.803867890568018,0.6316282696036752,0.5102749768804228,29.7828163121688,0.42537636977565174,0.30511995536894687,55.26616094858777,0.5157928557599671,0.3852506363105727,32.87112086476882,0.5797537139873317,0.4831184809286835,28.377773586988592,0.6108384538933036,0.47912373047775414,33.33851102172617,0.5430514108581722,0.44278932279458144,29.250361779513568,0.7286978326233476,0.6294284620897632,24.94543869492749,0.632204364458942,0.5527098187160072,36.43060301181826,0.797476677417498,0.7264486209113257,19.99839402444637,0.20192692401038717,0.12016744515243864,39.29911166221871,0.3337138775154359,0.22700451508841044,24.263085096504362,0.592589064453353,0.513386371469046,44.70453838363766,0.6350086710207661,0.5232039364770853,38.55865301065978,0.323752090689963,0.21450930929153078,34.96293733885204,0.2501317774815662,0.16726285125239795,38.5153740018166
3,0.0001,1.0344083883663198,0.17043569852441387,0.863972689208674,0.5915482170514034,0.49978000558979413,26.103947350318634,0.9783761075564793,0.12664404087604916,0.8517320674597001,0.6382119715020964,0.5366642236279096,21.55971653955468,0.7140479594645907,0.5949161850982737,11.150270515745225,0.7637158662088885,0.6497416003118275,12.932994564512901,0.5114252951603083,0.42275437380247743,23.146259399013452,0.5558023967501546,0.43128722208806136,17.850528476443316,0.6291847268584706,0.5604263408835881,21.17961356511861,0.6813160573457772,0.5691368309907793,32.295675768672744,0.7037817118805101,0.6288125262192151,23.031123150250895,0.7155319210354194,0.6288302541690227,9.700346960991302,0.7223640839585291,0.6463199616288593,32.56201573499464,0.7846085192555243,0.7240074655489664,14.632030907346282,0.3589861952025714,0.2346155439912196,32.415822122154864,0.36026624584618855,0.24072608650745575,33.03795562680028,0.6688445539897736,0.5917675497284268,32.820860403410286,0.767269679334827,0.6892708772275103,21.52048603473154,0.4237512098964732,0.31862756336629255,32.52561391186109,0.47718508623999134,0.36031345217965216,30.507713976939073
4,0.0001,0.9604574655322442,0.1298100369027521,0.8306474295490258,0.6588384527950248,0.5608542030415165,23.396058363684972,0.954319566488266,0.1253384366412932,0.828981131467284,0.6259874568987539,0.525005892023134,24.21263628105051,0.7897737485193845,0.6820824315358133,8.446045738350195,0.7942806035902522,0.6940111125029084,10.541524336889516,0.6943660668198699,0.5737877401424459,15.975849976848613,0.385509482905806,0.2643348342728533,40.81311215037082,0.7276590332016376,0.6470484694111481,22.90081563846703,0.7655247800262763,0.6891203601071697,12.775028704393193,0.6814474330996463,0.5974970919184976,22.85464808400543,0.7660768895028945,0.6807217931131617,10.845765749144848,0.7331679358571612,0.654028384757876,23.554410269345052,0.7377025653004229,0.6468445370704744,22.448045682809365,0.4423495773509666,0.31172156199648055,27.393430970679287,0.38144973032494967,0.2657256488946855,21.75851077362645,0.7631325003723392,0.6930873082845813,34.27073495889669,0.7301973345827315,0.6384730252217221,37.37308544448895,0.43881132713919385,0.3275806362852881,31.77253127288748,0.44715826895669825,0.320815825002097,37.14601740668093
5,0.0001,0.9129050244690066,0.10801436054178432,0.8048906632400982,0.6302401775599866,0.5430397968876265,23.286895822243704,0.8904220546994891,0.09099088170047735,0.7994311701278297,0.669047727449201,0.5686871808233378,21.708832489014323,0.7764494516468547,0.6837957625558593,7.969747841767125,0.7136714748622027,0.5995173330130489,17.71926240962033,0.5844695120255728,0.4659645930906775,21.903395013756583,0.5740949349793274,0.4409695560739643,24.598173692932043,0.6292122576204112,0.5494598811110807,31.402730600232974,0.7250083958085399,0.6459281033531475,11.068949262600583,0.665942150063306,0.6040254156786913,27.314173807230276,0.7618231527468446,0.6798856140370674,20.52789391021502,0.7519140688678956,0.6851810107906998,25.656365287621426,0.8484489382607183,0.777240862512551,33.6695397869826,0.3468426984196946,0.23536568314621842,26.95529802215651,0.4474053376696597,0.3134201751724319,25.326538728855937,0.7874401284354103,0.726221795336527,15.333928608540566,0.742061290404206,0.6658106446677107,10.498687857483105,0.49965115340074856,0.3943042333912579,29.75952739664417,0.5398682948621095,0.4267251577567805,30.261614263424963
6,0.0001,0.8054445255514079,0.1207450624735551,0.6846994647173511,0.6565269997685659,0.5605719862514531,20.97479818039435,0.609289423847685,0.11057787994546484,0.4987115441840522,0.6375845986971294,0.5385400775784005,19.531694646742856,0.7528302221041069,0.6440607119979107,7.861889941432596,0.6955893669249825,0.577455752654278,11.553591478077905,0.6027715907211998,0.478356783354099,16.75390165811758,0.5568290748990596,0.4442453472894607,12.82354514122407,0.6739462737938927,0.6011598903373537,21.988681365517618,0.651806629568829,0.5754400070428162,19.14341687358537,0.6955621352503496,0.6105937396135154,23.184701573991678,0.7220726435431472,0.6350927462027498,18.175579417040165,0.7434402787164248,0.6796836124006294,27.489058772216087,0.7817928860093157,0.7163870695157967,17.445778913373424,0.4207276904086137,0.2923191927184214,27.525266047887005,0.4579011354794453,0.3273356440114461,22.852436463195613,0.7810427261637473,0.7144777248160666,14.442010422655462,0.7025244316737432,0.6263745406372524,24.653165865739762,0.5818950809901926,0.46392423477362826,28.552875661336774,0.5321606214785125,0.4059895132734036,29.606043021706537
7,0.0001,0.49030840379366175,0.16611020989605085,0.3241981948451366,0.6368457944957225,0.547274558172157,19.57887737045001,0.40479765636656356,0.16497464096650155,0.23982301457994143,0.6460207312349936,0.5582853965289457,17.530529674719403,0.7800079484853217,0.6860313988771813,5.66690551089812,0.7821871972288696,0.7009287187921682,4.347221954144742,0.5282890326226355,0.4518304476798313,5.911994231151275,0.5850984722758353,0.4817769265187132,26.665522434623124,0.7384560027621313,0.6548315200090972,21.30751221640141,0.707736227823981,0.6383383895989353,12.304934549191126,0.6038338400267145,0.5249970037996591,20.314809435198033,0.6300573716920367,0.5590233239239677,10.674985492131905,0.7726504116412629,0.7010049627596785,23.67103043856351,0.792821144097454,0.7236204966711971,21.63513971642443,0.36180805140725647,0.25584381096087,25.138346317649905,0.440974737520872,0.31148869347316704,23.680256561916476,0.7117330125935911,0.6349960841656694,26.915732587883287,0.7399730993484381,0.668794348875281,17.51629551838983,0.597988056426867,0.4686612371252686,27.70468822585452,0.48931759989246193,0.3823122743781362,23.41988117093361
8,0.0001,0.3420006890745857,0.12990453248898726,0.2120961563537069,0.6760258646724867,0.5871003682133888,14.445537760747083,0.33431340682282285,0.13614349521509903,0.1981699096409566,0.6264797417604169,0.5405847072817186,17.366394313388945,0.8269748652436127,0.7282683656271105,6.223279433644406,0.7820957659491967,0.6982956876704243,5.3525001424308725,0.604421241725016,0.49849825122688174,5.523065909418228,0.5018411130821415,0.4112901302794472,6.561149256786996,0.7015201503163454,0.6406630264102852,9.39225761092957,0.6661389212960767,0.591991034249531,25.16540770747578,0.7712809540749592,0.6972335164297151,11.903710064037503,0.5699124015449778,0.5120168625810636,8.895333465677865,0.774373154561273,0.7118736580172135,22.659952858947683,0.7417880385586495,0.6806749639422455,14.58245428130849,0.4476070521245374,0.3221404457470067,19.55785383668844,0.4246999369772585,0.2985392743323226,25.122263022216966,0.6910644459298552,0.6290326925610076,16.88200024135158,0.7190421434798492,0.6388574983785159,29.17082926826654,0.5909650534042948,0.46909298968789087,23.422182130959236,0.6063196131951852,0.4930122068201987,24.081217362948056
9,0.0001,0.30142968578119284,0.11998645565233204,0.18144323047971317,0.6506158527883381,0.5640017040237806,16.440066354553622,0.3290281818124789,0.13554554194238347,0.19348263923002748,0.6513410903546634,0.5523901251790864,22.870856962243174,0.8281297812336122,0.7378554739908515,5.55976640888269,0.7992392633729063,0.7024884914922698,5.506366003522596,0.6388787380689159,0.5245604761734353,5.822943674738258,0.45590526887461125,0.33001508713261035,41.51043754738647,0.6379501748128785,0.5790497479300439,18.113521634728407,0.7579311244036887,0.6686593397112858,19.617207216473492,0.6740870284766658,0.617307798200208,17.84092307106955,0.6749983341987444,0.5850254875451965,11.410418795430195,0.6463441001561195,0.5837779870483385,18.875756625145016,0.7971283447629296,0.7310063354142904,14.832066382578784,0.36445308503492885,0.24862366044945833,24.574644876506493,0.45006315058726504,0.3176254751310939,24.61729973400833,0.722334242677396,0.6580096190280561,15.753420648842694,0.747015707689118,0.6566835925985323,41.12064431844429,0.6927496718461882,0.5628288693698528,24.979553896515874,0.5284475289480439,0.4276171924074121,24.352415700101243
